"org.junit.internal.runners.ErrorReportingRunner:getDescription","org.junit.runner.Description:addChild"
"org.junit.runner.JUnitCore:runMain","org.junit.runner.JUnitCore:addListener"
"org.junit.runners.BlockJUnit4ClassRunner:methodBlock","org.junit.runners.BlockJUnit4ClassRunner:possiblyExpectingExceptions"
"org.junit.internal.TextListener:testRunFinished","org.junit.internal.TextListener:printFailures"
"org.junit.internal.runners.JUnit4ClassRunner:validate","org.junit.internal.runners.MethodValidator:validateMethodsForDefaultRunner"
"junit.textui.TestRunner:main","junit.framework.TestResult:wasSuccessful"
"org.junit.internal.runners.MethodValidator:validateMethodsForDefaultRunner","org.junit.internal.runners.MethodValidator:validateNoArgConstructor"
"org.junit.runners.ParentRunner:run","org.junit.runners.ParentRunner:classBlock"
"org.junit.internal.runners.ClassRoadie:runBefores","org.junit.internal.runners.TestClass:getBefores"
"junit.framework.JUnit4TestAdapterCache:asTest","junit.framework.JUnit4TestAdapterCache:put"
"org.junit.internal.runners.ClassRoadie:runBefores","org.junit.internal.runners.ClassRoadie:addFailure"
"org.junit.runner.Description:toString","org.junit.runner.Description:getDisplayName"
"junit.framework.TestResult:run","junit.framework.TestResult:endTest"
"org.junit.runners.BlockJUnit4ClassRunner:validateInstanceMethods","org.junit.runners.BlockJUnit4ClassRunner:computeTestMethods"
"junit.runner.BaseTestRunner:getTest","junit.runner.BaseTestRunner:clearStatus"
"org.junit.experimental.theories.internal.AllMembersSupplier:addSinglePointMethods","org.junit.runners.model.FrameworkMethod:producesType"
"org.junit.experimental.theories.internal.Assignments:getAllArguments","org.junit.experimental.theories.internal.Assignments:getActualValues"
"org.junit.runners.ParentRunner:getDescription","org.junit.runner.Description:addChild"
"junit.runner.BaseTestRunner:addError","junit.runner.BaseTestRunner:testFailed"
"org.junit.experimental.theories.internal.AllMembersSupplier:addSinglePointMethods","org.junit.runners.model.TestClass:getAnnotatedMethods"
"junit.framework.JUnit4TestAdapterCache:createTest","org.junit.runner.Description:getChildren"
"org.junit.internal.runners.ClassRoadie:runAfters","org.junit.internal.runners.TestClass:getAfters"
"org.junit.experimental.theories.Theories:validateTestMethods","org.junit.experimental.theories.Theories:computeTestMethods"
"org.junit.runner.Description:equals","org.junit.runner.Description:getChildren"
"org.junit.runners.ParentRunner:classBlock","org.junit.runners.ParentRunner:withBeforeClasses"
"junit.textui.ResultPrinter:printFooter","junit.textui.ResultPrinter:getWriter"
"org.junit.runner.JUnitCore:run","org.junit.runner.Request:getRunner"
"org.junit.internal.runners.statements.RunAfters:evaluate","org.junit.runners.model.Statement:evaluate"
"org.junit.internal.TextListener:testRunFinished","org.junit.internal.TextListener:printHeader"
"junit.textui.TestRunner:run","junit.textui.TestRunner:doRun"
"junit.textui.ResultPrinter:printFailures","junit.textui.ResultPrinter:printDefects"
"junit.textui.ResultPrinter:printDefect","junit.textui.ResultPrinter:printDefectHeader"
"org.junit.internal.runners.ErrorReportingRunner:getCauses","org.junit.runners.model.InitializationError:getCauses"
"org.junit.runners.ParentRunner:run","org.junit.internal.runners.model.EachTestNotifier:addFailure"
"org.junit.runner.JUnitCore:removeListener","org.junit.runner.notification.RunNotifier:removeListener"
"org.junit.internal.runners.JUnit4ClassRunner:createTest","org.junit.internal.runners.JUnit4ClassRunner:getTestClass"
"org.junit.runners.BlockJUnit4ClassRunner:possiblyExpectingExceptions","org.junit.runners.model.FrameworkMethod:getAnnotation"
"junit.framework.JUnit4TestAdapter:removeIgnored","org.junit.runner.Description:getChildren"
"junit.extensions.TestSetup:run","junit.framework.TestResult:runProtected"
"org.junit.experimental.theories.internal.Assignments:getSupplier","org.junit.experimental.theories.internal.Assignments:getAnnotatedSupplier"
"org.junit.experimental.theories.internal.AllMembersSupplier:addSinglePointMethods","org.junit.experimental.theories.ParameterSignature:getType"
"org.junit.runners.model.RunnerBuilder:runners","org.junit.runners.model.RunnerBuilder:addParent"
"junit.framework.JUnit4TestAdapter:removeIgnored","org.junit.runner.Description:addChild"
"junit.textui.TestRunner:start","junit.textui.TestRunner:getTest"
"junit.textui.ResultPrinter:addFailure","junit.textui.ResultPrinter:getWriter"
"org.junit.runners.ParentRunner:filterChild","org.junit.runner.manipulation.Filter:apply"
"junit.framework.JUnit4TestAdapter:removeIgnored","org.junit.runner.Description:isEmpty"
"junit.framework.JUnit4TestAdapter:run","junit.framework.JUnit4TestAdapterCache:getNotifier"
"junit.framework.JUnit4TestAdapter:filter","org.junit.runner.manipulation.Filter:apply"
"org.junit.internal.runners.JUnit4ClassRunner:invokeTestMethod","org.junit.internal.runners.JUnit4ClassRunner:createTest"
"org.junit.internal.TextListener:testRunFinished","org.junit.runner.Result:getRunTime"
"org.junit.internal.runners.MethodRoadie:run","org.junit.runner.notification.RunNotifier:fireTestFinished"
"org.junit.internal.TextListener:printFooter","org.junit.runner.Result:wasSuccessful"
"org.junit.runner.JUnitCore:runMain","org.junit.runner.Result:getFailures"
"junit.runner.BaseTestRunner:getTest","junit.runner.BaseTestRunner:runFailed"
"junit.framework.JUnit4TestAdapter:getTests","junit.framework.JUnit4TestAdapterCache:asTestList"
"junit.textui.ResultPrinter:printFailures","junit.framework.TestResult:failures"
"org.junit.internal.requests.FilterRequest:getRunner","org.junit.runner.manipulation.Filter:describe"
"org.junit.internal.runners.model.EachTestNotifier:fireTestIgnored","org.junit.runner.notification.RunNotifier:fireTestIgnored"
"org.junit.internal.builders.AllDefaultPossibilitiesBuilder:runnerForClass","org.junit.internal.builders.AllDefaultPossibilitiesBuilder:suiteMethodBuilder"
"junit.runner.BaseTestRunner:endTest","junit.runner.BaseTestRunner:testEnded"
"junit.textui.ResultPrinter:printDefect","junit.textui.ResultPrinter:printDefectTrace"
"junit.framework.TestCase:runBare","junit.framework.TestCase:setUp"
"org.junit.internal.runners.model.EachTestNotifier:addFailedAssumption","org.junit.runner.notification.RunNotifier:fireTestAssumptionFailed"
"org.junit.runners.BlockJUnit4ClassRunner:runChild","org.junit.internal.runners.model.EachTestNotifier:fireTestIgnored"
"org.junit.internal.runners.JUnit4ClassRunner:testAborted","org.junit.runner.notification.RunNotifier:fireTestFinished"
"junit.textui.ResultPrinter:printFooter","junit.framework.TestResult:errorCount"
"org.junit.runner.JUnitCore:runMainAndExit","org.junit.runner.JUnitCore:runMain"
"org.junit.internal.runners.model.EachTestNotifier:addFailure","org.junit.runner.notification.RunNotifier:fireTestFailure"
"org.junit.runners.model.FrameworkMethod:validatePublicVoidNoArg","org.junit.runners.model.FrameworkMethod:validatePublicVoid"
"junit.framework.TestCase:run","junit.framework.TestResult:run"
"org.junit.experimental.theories.internal.Assignments:getConstructorArguments","org.junit.experimental.theories.internal.Assignments:getActualValues"
"org.junit.internal.runners.statements.RunAfters:evaluate","org.junit.runners.model.FrameworkMethod:invokeExplosively"
"org.junit.runners.ParentRunner:getDescription","org.junit.runners.ParentRunner:getName"
"junit.framework.TestCase:runBare","junit.framework.TestCase:tearDown"
"org.junit.runners.BlockJUnit4ClassRunner:validateZeroArgConstructor","org.junit.runners.model.TestClass:getOnlyConstructor"
"junit.textui.TestRunner:start","junit.textui.TestRunner:extractClassName"
"org.junit.runners.BlockJUnit4ClassRunner:validateInstanceMethods","org.junit.runners.BlockJUnit4ClassRunner:validateTestMethods"
"junit.textui.TestRunner:doRun","junit.framework.TestResult:addListener"
"org.junit.internal.builders.SuiteMethodBuilder:runnerForClass","org.junit.internal.builders.SuiteMethodBuilder:hasSuiteMethod"
"org.junit.internal.matchers.TypeSafeMatcher:matches","org.junit.internal.matchers.TypeSafeMatcher:matchesSafely"
"org.junit.internal.runners.JUnit4ClassRunner:getDescription","org.junit.runner.Description:addChild"
"org.junit.runner.JUnitCore:run","org.junit.runner.notification.RunNotifier:fireTestRunFinished"
"org.junit.runners.BlockJUnit4ClassRunner:validateTestMethods","org.junit.runners.BlockJUnit4ClassRunner:validatePublicVoidNoArgMethods"
"junit.framework.TestCase:run","junit.framework.TestCase:createResult"
"org.junit.internal.builders.IgnoredClassRunner:run","org.junit.internal.builders.IgnoredClassRunner:getDescription"
"org.junit.experimental.theories.internal.Assignments:potentialsForNextUnassigned","org.junit.experimental.theories.internal.Assignments:nextUnassigned"
"org.junit.internal.runners.JUnit38ClassRunner:makeDescription","junit.framework.TestSuite:testCount"
"org.junit.runner.JUnitCore:run","org.junit.runner.JUnitCore:removeListener"
"org.junit.experimental.theories.internal.Assignments:getActualValues","org.junit.experimental.theories.PotentialAssignment:getValue"
