"org.junit.tests.AnnotationTest:testRunFailure","org.junit.runner.Result:getFailures"
"org.junit.tests.AnnotationTest:testShadowing","org.junit.runner.JUnitCore:run"
"org.junit.tests.ExpectedTest:unexpected","org.junit.runner.notification.Failure:getMessage"
"org.junit.tests.TestListenerTest:removeFailingListeners","org.junit.runner.notification.Failure:getDescription"
"junit.textui.ResultPrinter:printFooter","junit.framework.TestResult:wasSuccessful"
"org.junit.internal.runners.BeforeAndAfterRunner:runProtected","org.junit.internal.runners.BeforeAndAfterRunner:runUnprotected"
"org.junit.internal.runners.TestClassMethodsRunner:invokeTestMethod","org.junit.runner.notification.RunNotifier:testAborted"
"org.junit.tests.ParameterizedTestTest:failuresAddedForBadTestMethod","org.junit.runner.Result:getFailureCount"
"org.junit.tests.TestClassMethodsRunnerTest:constructorException","org.junit.runner.notification.Failure:getException"
"junit.textui.TestRunner:doRun","junit.textui.TestRunner:createTestResult"
"junit.textui.ResultPrinter:printFooter","junit.framework.TestResult:runCount"
"org.junit.tests.SuiteTest:forwardCompatibilityWorksWithGetTests","junit.framework.JUnit4TestAdapter:getTests"
"org.junit.tests.TestDescriptionTest:equalsIsFalseForNonTestDescription","org.junit.runner.Description:equals"
"org.junit.tests.TimeoutTest:timeoutFailure","org.junit.runner.Result:getFailureCount"
"org.junit.tests.TimeoutTest:runAndTime","org.junit.runner.JUnitCore:run"
"org.junit.tests.TimeoutTest:failureWithTimeoutRunTimeException","org.junit.runner.Result:getRunCount"
"junit.textui.ResultPrinter:printFooter","junit.framework.TestResult:failureCount"
"org.junit.internal.runners.TextListener:printFailureTrace","org.junit.runner.notification.Failure:getTrace"
"org.junit.runner.notification.RunNotifier:testAborted","org.junit.runner.notification.RunNotifier:fireTestStarted"
"junit.textui.TestRunner:doRun","junit.textui.TestRunner:pause"
"junit.framework.JUnit4TestCaseFacade:toString","org.junit.runner.Description:toString"
"org.junit.tests.RunWithTest:characterizeErrorMessageFromBadRunner","org.junit.runner.Result:getFailures"
"org.junit.runner.JUnitCore:addFirstListener","org.junit.runner.notification.RunNotifier:addFirstListener"
"org.junit.tests.OldTestClassAdaptingListenerTest:addFailureDelegatesToNotifier","org.junit.runner.notification.RunNotifier:addFirstListener"
"junit.textui.ResultPrinter:printDefectTrace","junit.textui.ResultPrinter:getWriter"
"org.junit.tests.RunnerTest:oldTestCount","org.junit.runner.JUnitCore:run"
"org.junit.internal.requests.ErrorReportingRequest:getCauses","org.junit.internal.runners.InitializationError:getCauses"
"org.junit.tests.TestClassMethodsRunnerTest:noRunnableMethods","org.junit.runner.Result:getFailures"
"junit.framework.JUnit4TestAdapterCache:getNotifier","org.junit.runner.notification.RunNotifier:addListener"
"org.junit.internal.runners.TestClassRunner:sort","org.junit.runner.manipulation.Sorter:apply"
"org.junit.samples.money.MoneyTest:testSimpleSubtract","junit.samples.money.Money:subtract"
"org.junit.internal.runners.TextListener:printFooter","org.junit.runner.Result:getRunCount"
"org.junit.tests.AnnotationTest:testRunAllAfters","org.junit.runner.JUnitCore:run"
"junit.framework.JUnit4TestAdapterCache:asTestList","org.junit.runner.Description:getChildren"
"org.junit.tests.UserStopTest:stopClassRunner","org.junit.runner.Runner:run"
"org.junit.internal.runners.TestMethodRunner:run","org.junit.internal.runners.TestIntrospector:getTimeout"
"org.junit.tests.IgnoreClassTest:ignoreClass","org.junit.runner.Result:getIgnoreCount"
"org.junit.tests.RunWithTest:characterizeErrorMessageFromBadRunner","org.junit.runner.notification.Failure:getMessage"
"org.junit.tests.ValidationTest:initializationErrorIsOnCorrectClass","org.junit.runner.Runner:getDescription"
"org.junit.tests.AnnotationTest:testRunFailure","org.junit.runner.Result:getRunCount"
"org.junit.tests.EnclosedTest:enclosedRunnerIsNamedForEnclosingClass","org.junit.runner.Description:getDisplayName"
"org.junit.tests.EnclosedTest:enclosedRunnerPlansEnclosedClasses","org.junit.runner.Request:getRunner"
"junit.textui.ResultPrinter:printDefectHeader","junit.textui.ResultPrinter:getWriter"
"org.junit.tests.SingleMethodTest:parameterizedOneTimeSetup","org.junit.runner.JUnitCore:run"
"org.junit.internal.runners.MethodValidator:validateMethodsForDefaultRunner","org.junit.internal.runners.MethodValidator:validateStaticMethods"
"org.junit.internal.runners.OldTestClassRunner:makeDescription","junit.framework.JUnit4TestAdapter:getDescription"
"org.junit.tests.InitializationErrorForwardCompatibilityTest:initializationErrorsAreThrownAtRuntime","junit.framework.TestResult:errorCount"
"org.junit.tests.AnnotationTest:testTeardownFailure","org.junit.runner.Result:getRunCount"
"org.junit.tests.TimeoutTest:infiniteLoop","org.junit.runner.Result:getFailures"
"org.junit.tests.TimeoutTest:infiniteLoop","org.junit.runner.notification.Failure:getException"
"org.junit.tests.TimeoutTest:stalledThreadAppearsInStackTrace","org.junit.runner.Result:getRunCount"
"org.junit.samples.money.MoneyTest:testSimpleAdd","junit.samples.money.Money:add"
"org.junit.tests.PreJUnit4TestCaseRunnerTest:testListener","org.junit.runner.Result:getRunCount"
"org.junit.tests.AnnotationTest:testOldTest","org.junit.runner.JUnitCore:run"
"junit.runner.BaseTestRunner:processArguments","junit.runner.BaseTestRunner:extractClassName"
"org.junit.tests.OldTestClassRunnerTest:canUnadaptAnAdapter","org.junit.runner.Result:getFailures"
"org.junit.tests.AnnotationTest:testSetupFailure","org.junit.runner.Result:getRunCount"
"org.junit.tests.ExpectedTest:expectsSuperclass","org.junit.runner.JUnitCore:run"
"junit.framework.TestSuite:toString","junit.framework.TestSuite:getName"
"org.junit.tests.SingleMethodTest:eliminateUnnecessaryTreeBranches","org.junit.runner.Request:getRunner"
"junit.textui.ResultPrinter:printDefectTrace","junit.framework.TestFailure:trace"
"org.junit.tests.TestMethodTest:compatibility","junit.framework.TestResult:runCount"
"org.junit.runner.Result:wasSuccessful","org.junit.runner.Result:getFailureCount"
"org.junit.tests.TimeoutTest:successWithTimeout","org.junit.runner.JUnitCore:run"
"org.junit.tests.TextListenerTest:testSuccess","org.junit.runner.JUnitCore:run"
"org.junit.tests.AllTestsTest:ensureTestIsRun","org.junit.runner.JUnitCore:run"
"junit.framework.JUnit4TestAdapterCache:asTestList","junit.framework.JUnit4TestAdapterCache:asTest"
"org.junit.internal.runners.TestMethodRunner:runUnprotected","org.junit.internal.runners.TestMethodRunner:addFailure"
"junit.framework.JUnit4TestAdapterCache:createTest","junit.framework.JUnit4TestAdapterCache:asTest"
"org.junit.internal.requests.FilterRequest:getRunner","org.junit.runner.manipulation.Filter:apply"
"junit.extensions.RepeatedTest:run","junit.framework.TestResult:shouldStop"
"org.junit.samples.money.MoneyTest:testMoneyHash","junit.samples.money.Money:equals"
"org.junit.tests.ForwardCompatibilityPrintingTest:testError","junit.textui.TestRunner:doRun"
"org.junit.tests.RunnerTest:newTestCount","org.junit.runner.JUnitCore:run"
"org.junit.runner.Request:method","org.junit.runner.Request:filterWith"
"org.junit.tests.TimeoutTest:infiniteLoop","org.junit.runner.Result:getRunCount"
"junit.textui.TestRunner:pause","junit.textui.ResultPrinter:printWaitPrompt"
"org.junit.tests.TestClassMethodsRunnerTest:constructorException","org.junit.runner.Result:getFailures"
"org.junit.tests.AnnotationTest:testTestInheritance","org.junit.runner.JUnitCore:run"
"junit.framework.JUnit4TestCaseFacade:toString","junit.framework.JUnit4TestCaseFacade:getDescription"
"junit.framework.TestSuite:addTestMethod","junit.framework.TestSuite:addTest"
"org.junit.runner.JUnitCore:addListener","org.junit.runner.notification.RunNotifier:addListener"
"org.junit.tests.AnnotationTest:testOldSuiteTest","org.junit.runner.JUnitCore:run"
"org.junit.tests.AnnotationTest:testTeardown","org.junit.runner.JUnitCore:run"
"junit.framework.TestFailure:exceptionMessage","junit.framework.TestFailure:thrownException"
"junit.framework.TestSuite:addTestSuite","junit.framework.TestSuite:addTest"
"org.junit.internal.requests.ClassesRequest:getRunner","org.junit.runner.Request:getRunner"
"org.junit.tests.AnnotationTest:testTestAndTeardownFailure","org.junit.runner.Result:getFailures"
"junit.textui.TestRunner:runSingleMethod","junit.textui.TestRunner:doRun"
"junit.framework.TestCase:runBare","junit.framework.TestCase:runTest"
"org.junit.runners.Parameterized:validate","org.junit.internal.runners.MethodValidator:validateInstanceMethods"
"org.junit.tests.TestListenerTest:freshResultEachTime","org.junit.runner.JUnitCore:run"
"org.junit.tests.AnnotationTest:testRunAllAfterClassesRegardless","org.junit.runner.Result:getFailureCount"
"org.junit.tests.AllTestsTest:correctTestCount","org.junit.runners.AllTests:testCount"
"org.junit.tests.AnnotationTest:testErrorInBeforeClass","org.junit.runner.JUnitCore:run"
"junit.framework.JUnit4TestAdapterCache:createTest","org.junit.runner.Description:getDisplayName"
"org.junit.internal.runners.OldTestClassRunner:makeDescription","junit.framework.TestSuite:testCount"
"junit.framework.TestSuite:run","junit.framework.TestResult:shouldStop"
"org.junit.tests.InitializationErrorForwardCompatibilityTest:initializationErrorsAreThrownAtRuntime","junit.framework.JUnit4TestAdapter:run"
"org.junit.tests.AnnotationTest:testTestAndTeardownFailure","org.junit.runner.Result:getFailureCount"
"org.junit.tests.AnnotationTest:testException","org.junit.runner.Result:getFailureCount"
"junit.framework.JUnit4TestAdapterCache:asTestList","org.junit.runner.Description:isTest"
"org.junit.tests.ForwardCompatibilityPrintingTest:testError","junit.framework.TestSuite:addTest"
"org.junit.tests.ForwardCompatibilityPrintingTest:testError","junit.textui.TestRunner:setPrinter"
"org.junit.tests.ExpectedTest:expectsSuperclass","org.junit.runner.Result:wasSuccessful"
"org.junit.internal.requests.IgnoredClassRunner:run","org.junit.runner.notification.RunNotifier:fireTestIgnored"
"org.junit.internal.requests.ErrorReportingRequest:getRunner","org.junit.internal.runners.CompositeRunner:add"
"org.junit.samples.money.MoneyTest:testPrint","junit.samples.money.Money:toString"
"org.junit.runner.notification.RunNotifier:testAborted","org.junit.runner.notification.RunNotifier:fireTestFinished"
"org.junit.tests.OldTestClassAdaptingListenerTest:addFailureDelegatesToNotifier","org.junit.runner.Result:getFailureCount"
"junit.extensions.ActiveTestSuite:run","junit.extensions.ActiveTestSuite:waitUntilFinished"
"junit.textui.ResultPrinter:printHeader","junit.textui.ResultPrinter:elapsedTimeAsString"
"org.junit.tests.TimeoutTest:timeoutFailure","org.junit.runner.Result:getRunCount"
"org.junit.tests.AnnotationTest:testNonStaticOneTimeSetup","org.junit.runner.Result:getFailureCount"
"org.junit.internal.runners.TestMethodRunner:runUnprotected","org.junit.internal.runners.TestMethodRunner:executeMethodBody"
"org.junit.tests.AnnotationTest:testErrorInBeforeClass","org.junit.runner.Result:getFailures"
"org.junit.tests.ForwardCompatibilityPrintingTest:testErrorAdapted","junit.textui.TestRunner:doRun"
"org.junit.internal.runners.TextListener:printFailures","org.junit.internal.runners.TextListener:printFailure"
"junit.extensions.TestDecorator:run","junit.extensions.TestDecorator:basicRun"
"junit.framework.TestResult:wasSuccessful","junit.framework.TestResult:errorCount"
"junit.textui.ResultPrinter:printWaitPrompt","junit.textui.ResultPrinter:getWriter"
"org.junit.internal.runners.TestClassMethodsRunner:methodDescription","org.junit.internal.runners.TestClassMethodsRunner:getTestClass"
"org.junit.tests.TestListenerTest:removeFailingListeners","org.junit.runner.JUnitCore:addListener"
"org.junit.internal.ArrayComparisonFailure:toString","org.junit.internal.ArrayComparisonFailure:getMessage"
"org.junit.tests.SingleMethodTest:nonexistentMethodCreatesFailure","org.junit.runner.JUnitCore:run"
"org.junit.tests.ExpectedTest:expected","org.junit.runner.JUnitCore:run"
"org.junit.runner.Description:isSuite","org.junit.runner.Description:isTest"
"org.junit.runner.notification.Failure:getMessage","org.junit.runner.notification.Failure:getException"
"org.junit.tests.FailedConstructionTest:failedConstructionIsTestFailure","org.junit.runner.Result:getFailures"
"org.junit.tests.TestMethodTest:overloaded","org.junit.internal.runners.MethodValidator:validateMethodsForDefaultRunner"
"junit.textui.ResultPrinter:addError","junit.textui.ResultPrinter:getWriter"
"org.junit.internal.runners.TestClassMethodsRunner:filter","org.junit.internal.runners.TestClassMethodsRunner:methodDescription"
"org.junit.tests.TestClassMethodsRunnerTest:noRunnableMethods","org.junit.runner.JUnitCore:run"
"org.junit.tests.ParameterizedTestTest:count","org.junit.runner.Result:getFailureCount"
"org.junit.runner.JUnitCore:runMain","org.junit.runner.JUnitCore:addListener"
"org.junit.tests.TimeoutTest:stalledThreadAppearsInStackTrace","org.junit.runner.Result:getFailureCount"
"org.junit.tests.ParameterizedTestTest:failuresNamedCorrectly","org.junit.runner.notification.Failure:getTestHeader"
"junit.textui.TestRunner:main","junit.framework.TestResult:wasSuccessful"
"org.junit.tests.AnnotationTest:testRunAllAfterClassesRegardless","org.junit.runner.JUnitCore:run"
"org.junit.tests.SuiteDescriptionTest:descriptionWithTwoKids","org.junit.runner.Description:addChild"
"org.junit.tests.ParameterizedTestTest:meaningfulFailureWhenParameterListsAreNotArrays","org.junit.runner.notification.Failure:getMessage"
"junit.framework.JUnit4TestAdapterCache:asTest","junit.framework.JUnit4TestAdapterCache:put"
"org.junit.runner.Description:toString","org.junit.runner.Description:getDisplayName"
"org.junit.tests.InitializationErrorForwardCompatibilityTest:initializationErrorsShowUpAsWarnings","junit.framework.JUnit4TestAdapter:getTests"
"junit.runner.BaseTestRunner:getTest","junit.runner.BaseTestRunner:clearStatus"
"junit.framework.JUnit4TestAdapterCache:createTest","org.junit.runner.Description:getChildren"
"org.junit.tests.TimeoutTest:infiniteLoop","org.junit.runner.JUnitCore:run"
"org.junit.runner.Description:equals","org.junit.runner.Description:getChildren"
"org.junit.runner.JUnitCore:run","org.junit.runner.Request:getRunner"
"org.junit.internal.requests.ClassesRequest:getRunner","org.junit.internal.runners.CompositeRunner:add"
"org.junit.internal.runners.TestClassMethodsRunner:getName","org.junit.internal.runners.TestClassMethodsRunner:getTestClass"
"org.junit.tests.AnnotationTest:testSetupFailure","org.junit.runner.Result:getFailures"
"org.junit.tests.SingleMethodTest:nonexistentMethodCreatesFailure","org.junit.runner.Result:getFailureCount"
"org.junit.samples.money.MoneyTest:testMixedSimpleAdd","junit.samples.money.Money:add"
"org.junit.tests.InitializationErrorForwardCompatibilityTest:initializationErrorsAreThrownAtRuntime","junit.framework.TestResult:errors"
"junit.textui.TestRunner:run","junit.textui.TestRunner:doRun"
"org.junit.tests.EnclosedTest:enclosedRunnerIsNamedForEnclosingClass","org.junit.runner.Runner:getDescription"
"junit.textui.ResultPrinter:printDefect","junit.textui.ResultPrinter:printDefectHeader"
"org.junit.runner.JUnitCore:removeListener","org.junit.runner.notification.RunNotifier:removeListener"
"org.junit.tests.SingleMethodTest:oneTimeSetup","org.junit.runner.JUnitCore:run"
"org.junit.tests.ExpectedTest:noneThrown","org.junit.runner.Result:wasSuccessful"
"org.junit.tests.ListenerTest:notifyListenersInTheOrderInWhichTheyAreAdded","org.junit.runner.JUnitCore:run"
"org.junit.internal.runners.CompositeRunner:getDescription","org.junit.runner.Runner:getDescription"
"junit.textui.ResultPrinter:addFailure","junit.textui.ResultPrinter:getWriter"
"org.junit.tests.TextListenerTest:setUp","org.junit.runner.JUnitCore:addListener"
"org.junit.tests.UserStopTest:userStop","org.junit.runner.notification.RunNotifier:fireTestStarted"
"org.junit.internal.runners.CompositeRunner:run","org.junit.runner.Runner:run"
"org.junit.internal.runners.TestClassMethodsRunner:invokeTestMethod","org.junit.internal.runners.TestClassMethodsRunner:createMethodRunner"
"org.junit.internal.runners.TextListener:printFailures","org.junit.runner.Result:getFailureCount"
"org.junit.tests.TimeoutTest:timeoutFailure","org.junit.runner.notification.Failure:getException"
"org.junit.internal.runners.TestClassRunner:run","org.junit.internal.runners.BeforeAndAfterRunner:runProtected"
"org.junit.samples.money.MoneyTest:testMoneyBagEquals","junit.samples.money.Money:equals"
"junit.runner.BaseTestRunner:getTest","junit.runner.BaseTestRunner:runFailed"
"org.junit.internal.runners.CompositeRunner:filter","org.junit.runner.manipulation.Filter:shouldRun"
"org.junit.runners.Suite:validate","org.junit.internal.runners.MethodValidator:validateInstanceMethods"
"org.junit.tests.ParameterizedTestTest:countBeforeRun","org.junit.runner.Request:getRunner"
"org.junit.internal.runners.BeforeAndAfterRunner:runBefores","org.junit.internal.runners.TestIntrospector:getTestMethods"
"org.junit.internal.runners.TextListener:printFailure","org.junit.internal.runners.TextListener:printFailureHeader"
"junit.framework.TestCase:runBare","junit.framework.TestCase:setUp"
"org.junit.samples.money.MoneyTest:testSimpleMultiply","junit.samples.money.Money:multiply"
"org.junit.internal.requests.ClassRequest:getRunner","org.junit.internal.requests.ClassRequest:buildRunner"
"org.junit.internal.runners.TestClassMethodsRunner:createTest","org.junit.internal.runners.TestClassMethodsRunner:getTestClass"
"junit.textui.ResultPrinter:printFooter","junit.framework.TestResult:errorCount"
"org.junit.tests.SuiteDescriptionTest:equalsIsCorrect","org.junit.runner.Description:equals"
"org.junit.runner.JUnitCore:main","org.junit.runner.JUnitCore:runMain"
"junit.framework.TestCase:runBare","junit.framework.TestCase:tearDown"
"junit.textui.TestRunner:doRun","junit.framework.TestResult:addListener"
"org.junit.runner.JUnitCore:run","org.junit.runner.notification.RunNotifier:fireTestRunFinished"
"org.junit.tests.ValidationTest:initializationErrorIsOnCorrectClass","org.junit.runner.Request:getRunner"
"org.junit.tests.InaccessibleBaseClassTest:inaccessibleBaseClassIsCaughtAtValidation","org.junit.internal.runners.MethodValidator:validateMethodsForDefaultRunner"
"org.junit.tests.RunnerTest:newTestCount","org.junit.runner.JUnitCore:addListener"
